#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	6244129	6244479	350	350	0.09	1.77	0.72	0.49	251.38
chr1	6247303	6247653	350	350	0.25	0.88	0.70	0.72	245.33
chr1	6264219	6264569	350	350	0.12	1.33	0.56	0.53	195.99
chr1	6412368	6412718	350	350	0.19	1.20	0.61	0.45	214.24
chr1	6424726	6425076	350	350	0.50	1.86	0.95	0.91	333.02
chr1	6460736	6461086	350	350	0.14	1.11	0.41	0.25	144.04
chr1	6467072	6467422	350	350	0.40	2.22	1.12	0.93	390.51
chr1	6521297	6521647	350	350	1.23	5.31	3.10	2.63	1085.73
chr1	6555257	6555607	350	350	1.00	3.95	1.89	1.48	662.43
chr1	6579944	6580294	350	350	1.00	3.49	1.89	1.46	660.56
chr1	6590674	6591024	350	350	0.54	6.17	1.90	1.13	666.56
chr1	6613681	6614031	350	350	0.51	5.31	2.39	1.77	836.20
chr1	6624816	6625166	350	350	0.93	3.59	2.34	2.34	817.30
chr1	6634118	6634468	350	350	0.72	1.97	1.46	1.48	512.73
chr1	6785404	6785754	350	350	0.33	4.45	1.50	1.00	525.84
chr1	7771246	7771596	350	350	0.93	5.31	2.59	2.34	908.10
chr1	7784241	7784591	350	350	0.25	1.36	0.79	1.00	275.21
chr1	7843033	7843383	350	350	0.90	2.22	1.40	1.33	490.51
chr1	7915821	7916171	350	350	1.00	6.17	3.43	2.22	1199.89
chr1	7954241	7954591	350	350	0.33	1.06	0.57	0.54	199.53
chr1	8004354	8004704	350	350	0.45	2.06	1.43	1.76	500.87
chr1	8318064	8318414	350	350	0.45	2.72	1.21	0.74	423.35
chr1	8352347	8352697	350	350	0.39	8.76	3.00	1.11	1051.00
chr1	8860950	8861300	350	350	0.89	2.65	1.34	1.20	468.86
chr1	8945817	8946167	350	350	0.23	0.54	0.43	0.45	150.72
chr1	9002923	9003273	350	350	0.54	2.22	1.58	1.79	553.99
chr1	9035056	9035406	350	350	0.31	0.91	0.63	0.68	220.89
chr1	9100255	9100605	350	350	0.47	7.83	3.93	3.95	1374.80
chr1	9234724	9235074	350	350	0.33	1.00	0.56	0.47	195.66
chr1	9292844	9293194	350	350	0.37	1.36	0.78	0.60	274.45
chr1	9539415	9539765	350	350	1.00	5.31	3.34	3.59	1168.85
chr1	9588861	9589211	350	350	0.50	2.72	1.70	1.86	593.60
chr1	9651681	9652031	350	350	0.91	1.48	1.14	1.00	397.37
chr1	9728876	9729226	350	350	0.17	0.93	0.61	0.90	213.62
chr1	9848226	9848576	350	350	0.14	1.20	0.37	0.25	129.93
chr1	9922063	9922413	350	350	0.27	0.89	0.52	0.49	180.48
chr1	9943378	9943728	350	350	0.59	6.17	1.79	0.88	625.18
chr1	9997156	9997506	350	350	0.72	4.38	2.79	2.63	975.60
chr1	10032782	10033132	350	350	0.25	3.78	1.74	1.50	608.99
chr1	10210520	10210870	350	350	0.25	6.17	1.79	1.36	625.17
chr1	10398542	10398892	350	350	0.27	0.72	0.43	0.36	149.15
chr1	10430052	10430402	350	350	0.90	2.34	1.54	1.48	537.83
chr1	10430383	10430733	350	350	1.00	1.58	1.19	1.13	415.96
chr1	10449981	10450331	350	350	0.91	2.92	2.03	2.19	711.12
chr1	10456472	10456822	350	350	1.23	4.81	2.47	2.34	865.94
chr1	10472238	10472588	350	350	0.99	3.52	1.71	1.41	599.46
chr1	10636554	10636904	350	350	0.68	4.38	2.53	2.40	886.10
chr1	10946421	10946771	350	350	0.47	4.81	2.02	2.19	708.27
chr1	11012294	11012644	350	350	0.88	6.96	3.42	3.70	1195.70
chr1	11026473	11026823	350	350	0.25	1.48	0.80	0.50	279.25
chr1	11054534	11054884	350	350	0.33	1.03	0.57	0.47	199.68
chr1	11066568	11066918	350	350	0.14	1.76	0.74	0.45	258.69
chr1	11106485	11106835	350	350	0.25	2.72	1.40	1.33	488.75
chr1	11189305	11189655	350	350	0.33	1.00	0.71	0.62	247.69
chr1	11273148	11273498	350	350	0.54	9.62	3.29	2.22	1150.18
chr1	11479105	11479455	350	350	0.54	1.54	0.94	0.88	327.43
chr1	11636968	11637318	350	350	1.36	4.45	3.02	2.65	1056.41
chr1	11654325	11654675	350	350	0.47	6.17	2.30	1.73	805.66
chr1	11664150	11664500	350	350	1.86	3.59	2.48	2.72	867.17
chr1	11674430	11674780	350	350	0.37	2.40	1.14	1.06	398.11
chr1	11691660	11692010	350	350	1.33	5.31	3.56	3.59	1246.25
chr1	11736034	11736384	350	350	1.36	5.31	3.15	2.22	1104.19
chr1	11761737	11762087	350	350	0.37	1.77	0.99	0.68	347.39
chr1	11785673	11786023	350	350	0.90	2.65	1.67	1.54	585.66
chr1	11806046	11806396	350	350	0.34	0.90	0.57	0.54	200.33
chr1	11845659	11846009	350	350	0.44	1.20	0.79	0.76	277.35
chr1	11857414	11857764	350	350	0.31	2.72	0.91	0.54	318.89
chr1	11919541	11919891	350	350	0.25	1.46	0.74	0.60	260.59
chr1	11934155	11934505	350	350	0.24	1.11	0.58	0.45	202.13
chr1	11980131	11980481	350	350	0.74	2.22	1.45	1.11	507.54
chr1	12019416	12019766	350	350	0.45	4.81	1.30	0.74	453.74
chr1	12063253	12063603	350	350	0.39	0.90	0.66	0.68	231.76
chr1	12166941	12167291	350	350	0.11	2.72	1.31	1.00	458.06
chr1	12229980	12230330	350	350	0.27	2.65	1.29	1.11	452.30
chr1	12567860	12568210	350	350	1.06	7.03	3.49	2.92	1222.69
chr1	12644035	12644385	350	350	0.68	2.65	1.59	1.41	557.98
chr1	12716060	12716410	350	350	0.25	1.79	0.89	0.68	312.82
chr1	12746150	12746500	350	350	0.40	2.72	1.26	0.64	441.97
chr1	12773688	12774038	350	350	0.33	0.62	0.50	0.62	174.13
chr1	12791347	12791697	350	350	0.50	1.86	1.04	1.00	365.30
chr1	12824555	12824905	350	350	1.00	2.72	1.27	1.00	444.81
chr1	12847327	12847677	350	350	0.20	2.72	0.74	0.51	258.82
chr1	12857036	12857386	350	350	0.62	1.00	0.96	1.00	336.34
chr1	12879162	12879512	350	350	1.00	1.00	1.00	1.00	350.00
chr1	12892846	12893196	350	350	1.00	2.72	1.23	1.00	429.30
chr1	12916560	12916910	350	350	1.00	1.00	1.00	1.00	350.00
chr1	12938422	12938772	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13049426	13049776	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13060719	13061069	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13068627	13068977	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13115438	13115788	350	350	1.11	4.45	1.87	1.86	655.59
chr1	13148855	13149205	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13163864	13164214	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13171798	13172148	350	350	0.25	3.59	1.80	1.79	628.51
chr1	13196138	13196488	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13222655	13223005	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13254162	13254512	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13280985	13281335	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13303489	13303839	350	350	1.00	1.00	1.00	1.00	350.00
chr1	13315531	13315881	350	350	0.47	4.45	2.59	3.59	905.90
chr1	13341842	13342192	350	350	0.91	1.36	1.03	1.00	359.63
chr1	13369017	13369367	350	350	0.25	0.91	0.54	0.47	190.28
chr1	13389582	13389932	350	350	1.79	4.45	3.55	4.45	1242.18
chr1	13416301	13416651	350	350	0.14	1.77	0.83	0.90	290.07
chr1	13474923	13475273	350	350	0.47	0.91	0.63	0.62	219.09
chr1	13583415	13583765	350	350	1.77	6.17	2.93	2.22	1025.23
chr1	13700148	13700498	350	350	0.20	2.72	1.91	1.86	668.18
chr1	13892742	13893092	350	350	1.00	3.59	1.55	1.00	543.08
chr1	15152482	15152832	350	350	0.64	3.49	1.94	1.76	679.00
chr1	15236471	15236821	350	350	0.23	0.72	0.36	0.31	126.71
chr1	15409838	15410188	350	350	0.33	2.22	1.03	0.91	359.11
chr1	15438392	15438742	350	350	0.14	2.06	1.13	1.23	397.17
chr1	15456678	15457028	350	350	0.33	7.90	1.62	0.50	566.41
chr1	15465859	15466209	350	350	0.44	3.59	1.37	0.72	479.02
chr1	15490782	15491132	350	350	0.10	2.40	0.85	0.36	298.31
chr1	15526763	15527113	350	350	1.00	14.79	3.64	1.89	1274.10
chr1	15571649	15571999	350	350	0.37	3.52	0.89	0.89	312.06
chr1	15617408	15617758	350	350	0.54	2.72	1.40	1.20	491.32
chr1	15659819	15660169	350	350	0.47	2.34	1.29	1.23	452.99
chr1	15684270	15684620	350	350	0.27	1.00	0.77	1.00	267.92
chr1	15736208	15736558	350	350	0.72	1.79	1.11	0.90	388.11
chr1	15742449	15742799	350	350	0.34	3.52	1.73	1.97	605.48
chr1	15756557	15756907	350	350	0.17	1.86	0.79	0.62	275.76
chr1	15807119	15807469	350	350	0.62	1.79	1.13	1.20	396.51
chr1	15836045	15836395	350	350	0.51	1.60	1.09	1.17	382.13
chr1	15941819	15942169	350	350	0.60	1.20	0.86	0.90	302.14
chr1	16004186	16004536	350	350	0.20	1.79	0.63	0.25	220.81
chr1	16013978	16014328	350	350	0.14	0.74	0.45	0.51	158.08
chr1	16018825	16019175	350	350	0.62	2.63	1.45	1.44	507.12
chr1	16040202	16040552	350	350	0.50	1.20	0.95	1.00	331.54
chr1	16057719	16058069	350	350	0.45	1.32	0.69	0.64	240.13
chr1	16124287	16124637	350	350	0.74	1.97	1.01	0.88	352.73
chr1	16197804	16198154	350	350	2.65	8.76	4.92	3.52	1722.49
chr1	16231642	16231992	350	350	0.47	3.59	1.56	0.89	544.93
chr1	16246790	16247140	350	350	0.64	3.09	1.82	1.77	635.61
chr1	16352525	16352875	350	350	0.45	1.86	0.91	0.76	317.38
chr1	16387067	16387417	350	350	0.25	1.86	0.78	0.68	274.51
chr1	16440671	16441021	350	350	0.87	2.27	1.58	1.63	553.35
chr1	16562269	16562619	350	350	1.00	1.00	1.00	1.00	350.00
chr1	16740223	16740573	350	350	1.00	1.00	1.00	1.00	350.00
chr1	16974452	16974802	350	350	0.33	1.00	0.90	1.00	315.33
chr1	16985908	16986258	350	350	0.25	3.59	1.27	0.60	442.88
chr1	17005018	17005368	350	350	0.11	0.74	0.23	0.14	80.49
chr1	17018672	17019022	350	350	0.33	1.33	0.94	1.00	330.01
chr1	17066711	17067061	350	350	0.64	4.45	1.50	1.06	523.82
chr1	17205078	17205428	350	350	0.88	2.06	1.30	1.11	453.84
chr1	17249048	17249398	350	350	0.25	3.09	1.13	0.90	396.99
chr1	17308145	17308495	350	350	0.93	6.17	2.82	1.77	986.10
chr1	17372146	17372496	350	350	1.33	5.31	2.66	2.34	930.48
chr1	17406710	17407060	350	350	0.44	4.64	2.40	2.62	841.36
chr1	17539648	17539998	350	350	0.50	4.45	2.58	1.86	902.37
chr1	17755283	17755633	350	350	0.33	3.59	0.97	0.68	338.15
chr1	18107748	18108098	350	350	0.33	4.45	2.00	1.79	699.26
chr1	18480880	18481230	350	350	0.62	1.36	1.02	0.91	357.61
chr1	18630796	18631146	350	350	0.91	2.22	1.66	1.79	582.41
chr1	18839549	18839899	350	350	0.17	0.54	0.34	0.34	118.66
chr1	18871380	18871730	350	350	0.90	4.07	1.95	1.54	682.39
chr1	18904230	18904580	350	350	0.90	2.65	1.93	2.06	675.04
chr1	19074460	19074810	350	350	0.60	3.52	1.32	1.06	463.06
chr1	19215610	19215960	350	350	0.93	9.62	4.58	4.45	1604.65
chr1	19251755	19252105	350	350	0.69	2.48	1.23	0.88	430.02
chr1	19282523	19282873	350	350	0.12	0.91	0.37	0.34	131.23
chr1	19303915	19304265	350	350	0.91	4.45	1.98	1.48	692.83
chr1	19312276	19312626	350	350	0.68	2.22	1.36	1.03	475.81
chr1	19338725	19339075	350	350	0.33	3.09	1.81	2.06	634.06
chr1	19484353	19484703	350	350	1.79	7.03	3.72	3.59	1300.52
chr1	19596929	19597279	350	350	2.65	10.48	7.25	7.90	2536.49
chr1	19597017	19597367	350	350	1.06	10.48	5.38	6.17	1883.42
chr1	19664825	19665175	350	350	0.50	1.36	0.72	0.50	252.15
chr1	19682190	19682540	350	350	0.50	3.59	1.16	0.91	405.95
chr1	19813979	19814329	350	350	0.31	2.22	0.89	0.90	311.73
chr1	19882345	19882695	350	350	0.33	5.31	1.06	0.93	371.98
chr1	19919959	19920309	350	350	0.68	1.48	1.14	1.33	398.04
chr1	19975381	19975731	350	350	0.21	2.65	0.95	0.90	331.85
chr1	20028129	20028479	350	350	0.06	1.00	0.46	0.33	160.31
chr1	20111889	20112239	350	350	0.91	2.65	1.63	1.77	571.49
chr1	20139273	20139623	350	350	0.91	1.48	1.16	1.11	404.54
chr1	20161203	20161553	350	350	0.27	0.68	0.44	0.40	153.80
chr1	20186046	20186396	350	350	0.62	3.52	2.15	1.79	751.27
chr1	20290825	20291175	350	350	0.51	0.88	0.68	0.72	237.82
chr1	20482341	20482691	350	350	0.90	5.31	2.38	1.48	834.67
chr1	20499398	20499748	350	350	0.36	1.48	0.81	0.74	283.40
chr1	20552523	20552873	350	350	2.72	5.31	3.74	3.59	1307.73
chr1	20589036	20589386	350	350	1.48	3.95	2.26	1.77	790.52
chr1	20633408	20633758	350	350	1.03	2.65	1.70	1.41	593.66
chr1	20651717	20652067	350	350	0.25	3.09	0.96	0.56	334.58
chr1	20663964	20664314	350	350	2.65	4.45	3.67	3.59	1284.34
chr1	20719681	20720031	350	350	0.44	3.95	1.55	1.54	542.41
chr1	20740216	20740566	350	350	0.47	8.76	3.36	2.06	1174.44
chr1	20806242	20806592	350	350	0.25	0.93	0.35	0.31	122.16
chr1	21217197	21217547	350	350	1.03	2.10	1.69	1.76	591.69
chr1	21440078	21440428	350	350	1.92	13.93	6.71	5.24	2349.64
chr1	21509347	21509697	350	350	0.17	1.00	0.30	0.20	105.83
chr1	21596165	21596515	350	350	0.47	3.09	1.41	1.41	493.64
chr1	21678248	21678598	350	350	1.20	7.03	2.83	1.48	992.21
chr1	21812215	21812565	350	350	0.33	2.63	0.76	0.51	267.00
chr1	21822194	21822544	350	350	1.20	3.95	2.34	1.77	818.44
chr1	21976972	21977322	350	350	0.39	4.45	1.36	0.45	476.67
chr1	22001607	22001957	350	350	1.36	7.90	3.72	2.72	1302.44
chr1	22025461	22025811	350	350	1.58	3.21	2.12	1.89	740.87
chr1	22117263	22117613	350	350	0.25	1.11	0.72	0.64	253.17
chr1	22428788	22429138	350	350	0.90	3.09	1.79	1.76	627.94
chr1	22563439	22563789	350	350	0.33	1.86	0.72	0.33	250.28
chr1	22636578	22636928	350	350	0.45	5.31	2.45	1.54	858.90
chr1	22643583	22643933	350	350	0.25	0.91	0.58	0.60	204.35
chr1	22652712	22653062	350	350	0.91	1.86	1.17	0.93	410.94
chr1	22710789	22711139	350	350	1.00	2.72	1.79	1.00	627.55
chr1	22952993	22953343	350	350	0.20	2.65	1.39	1.76	486.56
chr1	23010784	23011134	350	350	0.72	2.34	1.11	1.11	388.67
chr1	23019393	23019743	350	350	0.88	2.19	1.54	1.60	540.55
chr1	23083973	23084323	350	350	1.00	3.59	1.87	1.86	655.13
chr1	23191845	23192195	350	350	0.68	3.09	1.44	1.36	503.27
chr1	23303721	23304071	350	350	0.45	1.77	1.04	0.76	362.95
chr1	23359398	23359748	350	350	0.33	4.45	2.41	1.33	844.32
chr1	23380859	23381209	350	350	0.14	2.22	1.13	1.11	394.28
chr1	23428513	23428863	350	350	0.56	7.90	2.06	1.06	722.04
chr1	23506388	23506738	350	350	0.62	4.38	2.47	2.34	864.74
chr1	23557876	23558226	350	350	0.19	3.27	1.32	0.56	463.22
chr1	23691692	23692042	350	350	1.25	2.63	1.53	1.34	534.44
chr1	23743105	23743455	350	350	0.34	2.84	0.94	0.74	329.89
chr1	23778368	23778718	350	350	0.72	5.31	1.99	1.48	695.47
chr1	23791095	23791445	350	350	0.66	5.31	1.54	1.54	538.69
chr1	23795549	23795899	350	350	0.45	1.11	0.81	0.76	282.15
chr1	23801835	23802185	350	350	1.97	4.81	3.11	2.84	1087.38
chr1	23845027	23845377	350	350	0.37	3.59	1.79	0.90	627.05
chr1	23870465	23870815	350	350	0.64	1.17	0.87	0.74	303.44
chr1	23956789	23957139	350	350	1.13	14.79	6.59	3.05	2307.48
chr1	23964297	23964647	350	350	1.03	10.48	3.94	2.63	1380.70
chr1	24055985	24056335	350	350	0.30	1.54	1.06	1.11	371.67
chr1	24119721	24120071	350	350	0.27	0.90	0.71	0.74	247.09
chr1	24154118	24154468	350	350	0.89	2.22	1.38	1.20	483.58
chr1	24319307	24319657	350	350	0.56	7.03	2.88	2.06	1009.71
chr1	24356949	24357299	350	350	0.64	3.49	1.54	1.41	538.59
chr1	24415752	24416102	350	350	0.62	2.34	1.59	1.58	557.53
chr1	24502301	24502651	350	350	0.25	1.41	0.84	0.74	293.70
chr1	24556037	24556387	350	350	0.33	6.17	3.44	4.45	1205.38
chr1	24631666	24632016	350	350	0.91	5.31	2.03	1.48	710.84
chr1	24745332	24745682	350	350	0.16	0.74	0.41	0.44	143.44
chr1	24899461	24899811	350	350	0.30	6.17	2.04	0.74	715.58
chr1	25222226	25222576	350	350	4.45	7.90	5.62	5.31	1967.02
chr1	25242199	25242549	350	350	2.06	7.03	4.48	4.45	1567.09
chr1	25272343	25272693	350	350	1.00	1.00	1.00	1.00	350.00
chr1	25338267	25338617	350	350	0.34	3.95	1.26	0.88	440.38
chr1	25362199	25362549	350	350	0.17	1.33	0.87	1.03	305.40
chr1	25430808	25431158	350	350	0.62	3.09	1.46	1.36	512.31
chr1	25543556	25543906	350	350	0.25	5.31	2.46	2.72	859.99
chr1	25616741	25617091	350	350	1.00	2.63	1.85	2.06	647.78
chr1	25800143	25800493	350	350	0.62	2.72	1.15	1.00	403.50
chr1	25811420	25811770	350	350	3.78	13.93	9.17	7.03	3208.92
chr1	25818590	25818940	350	350	0.48	8.76	4.27	4.38	1494.85
chr1	25831863	25832213	350	350	0.45	0.91	0.69	0.68	242.22
chr1	25861434	25861784	350	350	0.72	2.65	1.27	1.33	443.11
chr1	25884131	25884481	350	350	0.20	7.90	2.08	1.11	726.85
chr1	25959717	25960067	350	350	0.91	7.03	2.81	1.23	983.60
chr1	26019834	26020184	350	350	0.70	1.46	1.16	1.25	405.90
chr1	26037202	26037552	350	350	0.68	5.31	2.09	1.54	732.89
chr1	26051251	26051601	350	350	0.27	1.06	0.55	0.56	192.42
chr1	26111115	26111465	350	350	0.47	2.65	1.27	1.03	444.87
chr1	26159029	26159379	350	350	0.33	4.81	2.09	1.77	730.31
chr1	26164051	26164401	350	350	0.89	3.59	1.70	1.86	593.68
chr1	26169466	26169816	350	350	0.51	1.36	0.82	0.78	286.50
chr1	26169858	26170208	350	350	0.37	1.13	0.73	0.74	254.22
chr1	26177434	26177784	350	350	0.25	1.00	0.44	0.33	154.32
chr1	26190511	26190861	350	350	0.68	1.76	1.00	0.90	349.06
chr1	26234150	26234500	350	350	0.54	1.11	0.82	0.90	286.55
chr1	26280036	26280386	350	350	0.72	2.06	1.47	1.41	513.97
chr1	26281278	26281628	350	350	0.90	1.48	1.38	1.48	481.27
chr1	26317908	26318258	350	350	0.54	6.17	1.81	0.91	633.55
chr1	26321648	26321998	350	350	1.23	7.90	2.77	1.77	969.03
chr1	26361584	26361934	350	350	1.20	4.45	2.70	3.59	944.41
chr1	26410767	26411117	350	350	0.20	3.52	1.73	1.76	605.45
chr1	26432232	26432582	350	350	5.24	13.93	7.12	6.10	2491.93
chr1	26472390	26472740	350	350	0.96	2.06	1.24	1.17	434.53
chr1	26529711	26530061	350	350	0.20	1.00	0.60	0.50	208.30
chr1	26693186	26693536	350	350	0.87	2.47	1.44	1.05	505.67
chr1	26787004	26787354	350	350	1.17	5.67	2.25	1.76	786.61
chr1	26826638	26826988	350	350	0.33	1.00	0.84	1.00	295.11
chr1	26863099	26863449	350	350	0.25	7.03	3.47	2.63	1213.86
chr1	26876082	26876432	350	350	1.36	3.52	2.35	2.22	822.16
chr1	26890438	26890788	350	350	0.66	2.40	1.57	1.41	548.33
chr1	26900188	26900538	350	350	0.77	3.78	2.41	2.61	843.06
chr1	26911439	26911789	350	350	1.06	4.45	2.61	2.72	914.45
chr1	26949512	26949862	350	350	0.62	3.49	1.50	1.13	524.53
chr1	26993642	26993992	350	350	0.25	1.23	0.62	0.74	217.91
chr1	27004970	27005320	350	350	0.45	3.59	0.96	0.90	336.33
chr1	27098759	27099109	350	350	0.20	1.13	0.68	0.68	237.89
chr1	27234582	27234932	350	350	1.06	6.17	2.78	1.60	974.21
chr1	27322095	27322445	350	350	1.03	3.78	2.14	1.89	749.17
chr1	27341970	27342320	350	350	1.54	4.81	2.91	2.34	1019.76
chr1	27354017	27354367	350	350	0.39	2.65	1.13	0.72	394.63
chr1	27369060	27369410	350	350	0.39	2.22	1.06	0.88	370.75
chr1	27379126	27379476	350	350	0.31	1.06	0.60	0.70	210.37
chr1	27392572	27392922	350	350	0.21	0.72	0.52	0.51	180.71
chr1	27404180	27404530	350	350	0.89	3.52	1.76	1.48	615.68
chr1	27533985	27534335	350	350	0.11	0.74	0.35	0.31	122.97
chr1	27612014	27612364	350	350	0.20	0.91	0.31	0.25	108.88
chr1	27666014	27666364	350	350	0.62	5.31	2.62	2.22	916.86
chr1	27725911	27726261	350	350	0.12	0.74	0.43	0.39	149.12
chr1	27773169	27773519	350	350	0.48	2.06	0.99	0.66	345.50
chr1	27830732	27831082	350	350	0.88	4.13	2.33	2.19	816.66
chr1	27872493	27872843	350	350	0.39	1.86	0.82	0.49	285.91
